Location,Area,Type,BHK,Sqft,Furnish,Transaction,Status,PriceperSqrt,Price,Price_Lac,Area_Sqft,Price/Sqft
Chennai,Madipakkam,Flat,2 BHK,754 sqft,Unfurnish,New Property,Ready to Move,₹ 4500 per sqft,₹ 33.9 Lac,33.9,754.0,4500.0
Chennai,Anakaputhur,Flat,1 BHK,445 sqft,Unfurnish,New Property,Possession by Dec '22,₹ 5000 per sqft,₹ 22.3 Lac,22.3,445.0,5000.0
Chennai,Virugambakkam,Flat,3 BHK,1190 sqft,Unfurnish,New Property,Ready to Move,₹ 10000 per sqft,₹ 1.19 Cr,119.0,1190.0,10000.0
Chennai,Chromepet GST Road,Flat,3 BHK,1470 sqft,Unfurnish,New Property,Ready to Move,₹ 4195 per sqft,₹ 61.7 Lac,61.7,1470.0,4195.0
Chennai,Chromepet GST Road,Flat,3 BHK,1153 sqft,Unfurnish,New Property,Possession by Aug '22,₹ 6300 per sqft,₹ 72.6 Lac,72.6,1153.0,6300.0
Chennai,Kelambakkam Old Mahabalipuram Road,Flat,2 BHK,1274 sqft,Unfurnish,New Property,Ready to Move,₹ 3799 per sqft,₹ 48.4 Lac,48.4,1274.0,3799.0
Chennai,Porur,Flat,2 BHK,1078 sqft,Unfurnish,New Property,Ready to Move,₹ 5500 per sqft,₹ 59.3 Lac,59.3,1078.0,5500.0
Chennai,Gerugambakkam Chennai Bypass Road,Flat,3 BHK,1480 sqft,Unfurnish,New Property,Possession by Jun '22,₹ 4500 per sqft,₹ 66.6 Lac,66.6,1480.0,4500.0
Chennai,Ambattur,Flat,3 BHK,1345 sqft,Unfurnish,New Property,Possession by Mar '22,₹ 4699 per sqft,₹ 63.2 Lac,63.2,1345.0,4699.0
Chennai,Mogappair West,Flat,3 BHK,1878 sqft,Unfurnish,New Property,Possession by Dec '24,₹ 7614 per sqft,₹ 1.43 Cr,143.0,1878.0,7614.0
Chennai,Perambur,Flat,2 BHK,741 sqft,Unfurnish,New Property,Possession by Dec '21,₹ 5500 per sqft,₹ 40.8 Lac,40.8,741.0,5500.0
Chennai,Pallavaram,Flat,2 BHK,1064 sqft,Unfurnish,New Property,Possession by Dec '21,₹ 5899 per sqft,₹ 62.8 Lac,62.8,1064.0,5899.0
Chennai,Sholinganallur,Flat,3 BHK,1410 sqft,Unfurnish,New Property,Ready to Move,₹ 5362 per sqft,₹ 75.6 Lac,75.6,1410.0,5362.0
Chennai,Perumbakkam,Flat,2 BHK,989 sqft,Unfurnish,New Property,Ready to Move,₹ 3499 per sqft,₹ 34.6 Lac,34.6,989.0,3499.0
Chennai,Pallavaram,Flat,2 BHK,807 sqft,Unfurnish,New Property,Possession by Feb '22,,₹ 72.8 Lac,72.8,807.0,9021.07
Chennai,Perungudi,Flat,3 BHK,1723 sqft,Unfurnish,New Property,Possession by Jun '23,₹ 7450 per sqft,₹ 1.28 Cr,128.0,1723.0,7450.0
Chennai,Medavakkam,Flat,2 BHK,742 sqft,Unfurnish,New Property,Possession by Jun '23,,₹ 47.7 Lac,47.7,742.0,6428.57
Chennai,Medavakkam,Flat,3 BHK,1314 sqft,Unfurnish,New Property,Possession by Jun '22,₹ 4399 per sqft,₹ 57.8 Lac,57.8,1314.0,4399.0
Chennai,Valasaravakkam Arcot Road,Flat,2 BHK,921 sqft,Unfurnish,New Property,Possession by Apr '22,₹ 7799 per sqft,₹ 71.8 Lac,71.8,921.0,7799.0
Chennai,Padur Old Mahabalipuram Road,Flat,3 BHK,918 sqft,Unfurnish,New Property,Possession by Mar '23,₹ 4684 per sqft,₹ 43 Lac,43.0,918.0,4684.0
Chennai,Chitlapakkam,Flat,3 BHK,1252 sqft,Unfurnish,New Property,Ready to Move,₹ 5800 per sqft,₹ 72.6 Lac,72.6,1252.0,5800.0
Chennai,Kattupakkam PH Road,Flat,3 BHK,1473 sqft,Unfurnish,New Property,Ready to Move,₹ 5499 per sqft,₹ 81 Lac,81.0,1473.0,5499.0
Chennai,Thoraipakkam,Flat,1 BHK,569 sqft,Unfurnish,New Property,Ready to Move,₹ 7000 per sqft,₹ 39.8 Lac,39.8,569.0,7000.0
Chennai,Perumbakkam,Flat,2 BHK,849 sqft,Unfurnish,New Property,Possession by Dec '22,₹ 3750 per sqft,₹ 31.8 Lac,31.8,849.0,3750.0
Chennai,Pallavaram,Flat,2 BHK,1122 sqft,Unfurnish,New Property,Ready to Move,₹ 7201 per sqft,₹ 80.8 Lac,80.8,1122.0,7201.0
Chennai,Korattur Jawaharlal Nehru Road,Flat,2 BHK,1085 sqft,Unfurnish,New Property,Ready to Move,,₹ 87 Lac,87.0,1085.0,8018.43
Chennai,Perungudi,Flat,1 BHK,393 sqft,Unfurnish,New Property,Possession by Jul '23,,₹ 52.3 Lac,52.3,393.0,13307.89
Chennai,Navalur,Flat,3 BHK,1103 sqft,Unfurnish,New Property,Ready to Move,,₹ 82 Lac,82.0,1103.0,7434.27
Chennai,Thoraipakkam,Flat,2 BHK,1100 sqft,Unfurnish,Old Property,Ready to Move,,₹ 72 Lac,72.0,1100.0,6545.45
Chennai,Sholinganallur,Flat,2 BHK,1237 sqft,Unfurnish,New Property,Ready to Move,₹ 7033 per sqft,₹ 87 Lac,87.0,1237.0,7033.0
Chennai,Adambakkam,Flat,1 BHK,455 sqft,Furnish,New Property,Ready to Move,,₹ 43 Lac,43.0,455.0,9450.55
Chennai,Perumbakkam,Flat,2 BHK,1489 sqft,Unfurnish,Old Property,Ready to Move,₹ 4164 per sqft,₹ 62 Lac,62.0,1489.0,4164.0
Chennai,Mahindra World City,Flat,2 BHK,612 sqft,Furnish,Old Property,Ready to Move,,₹ 33 Lac,33.0,612.0,5392.16
Chennai,Mahabalipuram,Flat,2 BHK,1140 sqft,Furnish,Old Property,Ready to Move,₹ 10964 per sqft,₹ 1.25 Cr,125.0,1140.0,10964.0
Chennai,Kelambakkam Old Mahabalipuram Road,Flat,2 BHK,994 sqft,Unfurnish,New Property,Possession by Mar '22,₹ 3999 per sqft,₹ 39.8 Lac,39.8,994.0,3999.0
Chennai,Kovilambakkam,Flat,2 BHK,691 sqft,Unfurnish,New Property,Possession by Jan '22,,₹ 61.4 Lac,61.4,691.0,8885.67
Chennai,Poonamalle,Flat,4 BHK,1710 sqft,Unfurnish,New Property,Ready to Move,₹ 4433 per sqft,₹ 75.8 Lac,75.8,1710.0,4433.0
Chennai,Padur Old Mahabalipuram Road,Flat,3 BHK,1196 sqft,Unfurnish,New Property,Possession by Dec '21,,₹ 88 Lac,88.0,1196.0,7357.86
Chennai,Perumbakkam,Flat,2 BHK,900 sqft,Furnish,Old Property,Ready to Move,,₹ 63 Lac,63.0,900.0,7000.0
Chennai,Karapakkam,Flat,2 BHK,1040 sqft,Furnish,New Property,Ready to Move,₹ 6250 per sqft,₹ 75 Lac,75.0,1040.0,6250.0
Chennai,Guduvancheri,Flat,2 BHK,777 sqft,Unfurnish,New Property,Possession by Jun '22,,₹ 45 Lac,45.0,777.0,5791.51
Chennai,Thalambur,Flat,2 BHK,780 sqft,Unfurnish,New Property,Possession by Mar '24,,₹ 42 Lac,42.0,780.0,5384.62
Chennai,Madipakkam,Flat,3 BHK,1150 sqft,Unfurnish,New Property,Ready to Move,₹ 5800 per sqft,₹ 66.7 Lac,66.7,1150.0,5800.0
Chennai,Guduvancheri,Flat,3 BHK,860 sqft,Unfurnish,New Property,Ready to Move,,₹ 57 Lac,57.0,860.0,6627.91
Chennai,Nanmangalam,Flat,3 BHK,1020 sqft,Unfurnish,New Property,Ready to Move,,₹ 49.2 Lac,49.2,1020.0,4823.53
Chennai,Madipakkam,Flat,3 BHK,1155 sqft,Unfurnish,Old Property,Ready to Move,,₹ 85 Lac,85.0,1155.0,7359.31
Chennai,Kolathur,Flat,3 BHK,1456 sqft,Unfurnish,New Property,Possession by Oct '22,₹ 6788 per sqft,₹ 98.8 Lac,98.8,1456.0,6788.0
Chennai,KarthikeyaPuram Madipakkam,Flat,3 BHK,1490 sqft,Furnish,New Property,Possession by Jan '22,,₹ 93.9 Lac,93.9,1490.0,6302.01
Chennai,Kovur,Flat,2 BHK,1012 sqft,Unfurnish,New Property,Ready to Move,₹ 3999 per sqft,₹ 40.5 Lac,40.5,1012.0,3999.0
Chennai,Mogappair West,Flat,3 BHK,1141 sqft,Furnish,New Property,Ready to Move,,₹ 1.17 Cr,117.0,1141.0,10254.16
Chennai,Dharmarajapuram Kolapakkam,Flat,3 BHK,968 sqft,Unfurnish,New Property,Ready to Move,,₹ 87.5 Lac,87.5,968.0,9039.26
Chennai,Karapakkam,Flat,3 BHK,1307 sqft,Unfurnish,New Property,Ready to Move,₹ 6495 per sqft,₹ 85 Lac,85.0,1307.0,6495.0
Chennai,Siruseri,Flat,2 BHK,822 sqft,Unfurnish,New Property,Possession by Dec '21,₹ 4199 per sqft,₹ 34.5 Lac,34.5,822.0,4199.0
Chennai,Sholinganallur,Flat,3 BHK,912 sqft,Furnish,New Property,Possession by Sep '24,,₹ 80 Lac,80.0,912.0,8771.93
Chennai,Sholinganallur,Flat,3 BHK,1275 sqft,Furnish,Old Property,Ready to Move,,₹ 85 Lac,85.0,1275.0,6666.67
Chennai,Adambakkam,Flat,2 BHK,937 sqft,Unfurnish,New Property,Possession by Jun '22,₹ 8684 per sqft,₹ 81.4 Lac,81.4,937.0,8684.0
Chennai,Pammal,Flat,2 BHK,780 sqft,Unfurnish,New Property,Ready to Move,₹ 4800 per sqft,₹ 37.4 Lac,37.4,780.0,4800.0
Chennai,Adambakkam,Flat,2 BHK,786 sqft,Unfurnish,New Property,Possession by Jan '22,,₹ 86 Lac,86.0,786.0,10941.48
Chennai,Perungudi,Flat,1 BHK,600 sqft,Furnish,New Property,Possession by Dec '22,₹ 7667 per sqft,₹ 46 Lac,46.0,600.0,7667.0
Chennai,Tiruvenkadam Nagar,Flat,3 BHK,907 sqft,Furnish,New Property,Ready to Move,,₹ 84 Lac,84.0,907.0,9261.3
Chennai,Sembakkam,Flat,3 BHK,923 sqft,Unfurnish,New Property,Possession by Mar '22,,₹ 64.4 Lac,64.4,923.0,6977.25
Chennai,Medavakkam,Flat,2 BHK,800 sqft,Unfurnish,New Property,Ready to Move,₹ 6000 per sqft,₹ 48 Lac,48.0,800.0,6000.0
Chennai,Mogappair West,Flat,2 BHK,1288 sqft,Unfurnish,New Property,Possession by Sep '23,₹ 6690 per sqft,₹ 86.2 Lac,86.2,1288.0,6690.0
Chennai,Tiruvottiyur,Flat,3 BHK,1117 sqft,Unfurnish,New Property,Ready to Move,₹ 4300 per sqft,₹ 48 Lac,48.0,1117.0,4300.0
Chennai,Thirumazhisai,Flat,3 BHK,620 sqft,Unfurnish,New Property,Possession by Mar '24,,₹ 29.2 Lac,29.2,620.0,4709.68
Chennai,Poonamallee,Flat,2 BHK,622 sqft,Unfurnish,New Property,Possession by Jan '22,,₹ 47 Lac,47.0,622.0,7556.27
Chennai,Pallikaranai,Flat,3 BHK,1080 sqft,Unfurnish,New Property,Possession by Jan '22,,₹ 81.7 Lac,81.7,1080.0,7564.81
Chennai,Manapakkam,Flat,3 BHK,1027 sqft,Unfurnish,New Property,Possession by Jul '22,,₹ 85.8 Lac,85.8,1027.0,8354.43
Chennai,Kottivakkam,Flat,2 BHK,1066 sqft,Unfurnish,New Property,Possession by Mar '22,₹ 7999 per sqft,₹ 85.3 Lac,85.3,1066.0,7999.0
Chennai,Virugambakkam,Flat,3 BHK,1450 sqft,Unfurnish,New Property,Possession by Mar '22,₹ 9034 per sqft,₹ 1.31 Cr,131.0,1450.0,9034.0
Chennai,Sholinganallur,Flat,2 BHK,1245 sqft,Unfurnish,New Property,Possession by Mar '22,₹ 4599 per sqft,₹ 57.3 Lac,57.3,1245.0,4599.0
Chennai,Madipakkam,Flat,2 BHK,850 sqft,Unfurnish,Old Property,Possession by Dec '21,,₹ 67.6 Lac,67.6,850.0,7952.94
Chennai,Iyyappanthangal,Flat,1 BHK,500 sqft,Furnish,Old Property,Ready to Move,,₹ 48 Lac,48.0,500.0,9600.0
Chennai,Perungudi,Flat,2 BHK,799 sqft,Unfurnish,New Property,Possession by Jan '23,,₹ 52 Lac,52.0,799.0,6508.14
Chennai,Kamakoti Nagar Pallikaranai,Flat,3 BHK,1400 sqft,Unfurnish,New Property,Possession by Aug '22,,₹ 81.2 Lac,81.2,1400.0,5800.0
Chennai,Tambaram East,Flat,3 BHK,927 sqft,Unfurnish,New Property,Possession by Oct '22,,₹ 69 Lac,69.0,927.0,7443.37
Chennai,Perungudi,Flat,2 BHK,1184 sqft,Unfurnish,New Property,Possession by Dec '22,₹ 7432 per sqft,₹ 88 Lac,88.0,1184.0,7432.0
Chennai,Chromepet GST Road,Flat,3 BHK,1170 sqft,Unfurnish,New Property,Possession by Jan '22,,₹ 75.8 Lac,75.8,1170.0,6478.63
Chennai,Perungudi,Flat,3 BHK,1006 sqft,Unfurnish,New Property,Possession by Apr '22,,₹ 72 Lac,72.0,1006.0,7157.06
Chennai,Mogappair West,Flat,2 BHK,678 sqft,Unfurnish,New Property,Possession by Sep '23,,₹ 72.1 Lac,72.1,678.0,10634.22
Chennai,Madambakkam,Flat,2 BHK,576 sqft,Furnish,Old Property,Ready to Move,,₹ 51 Lac,51.0,576.0,8854.17
Chennai,Vetri Nagar Perambur,Flat,1 BHK,500 sqft,Furnish,Old Property,Ready to Move,,₹ 35 Lac,35.0,500.0,7000.0
Chennai,New Avadi Road,Flat,2 BHK,1028 sqft,Unfurnish,Old Property,Ready to Move,₹ 8754 per sqft,₹ 90 Lac,90.0,1028.0,8754.0
Chennai,Karayanchavadi,Flat,2 BHK,725 sqft,Unfurnish,Old Property,Ready to Move,,₹ 38 Lac,38.0,725.0,5241.38
Chennai,Oragadam,Flat,3 BHK,1400 sqft,Furnish,New Property,Ready to Move,,₹ 98 Lac,98.0,1400.0,7000.0
Chennai,Ponmar,Flat,2 BHK,645 sqft,Furnish,Old Property,Ready to Move,,₹ 30 Lac,30.0,645.0,4651.16
Chennai,Guduvancheri,Flat,3 BHK,1514 sqft,Furnish,Old Property,Ready to Move,,₹ 62.5 Lac,62.5,1514.0,4128.14
Chennai,Perungudi,Flat,3 BHK,1402 sqft,Unfurnish,Old Property,Ready to Move,,₹ 99 Lac,99.0,1402.0,7061.34
Chennai,Varadaraja Puram Ambattur,Flat,3 BHK,1784 sqft,Furnish,Old Property,Ready to Move,₹ 3643 per sqft,₹ 65 Lac,65.0,1784.0,3643.0
Chennai,Mudichur,Flat,2 BHK,745 sqft,Unfurnish,Old Property,Ready to Move,₹ 5235 per sqft,₹ 39 Lac,39.0,745.0,5235.0
Chennai,Nanmangalam,Flat,2 BHK,700 sqft,Unfurnish,Old Property,Ready to Move,,₹ 34.5 Lac,34.5,700.0,4928.57
Chennai,Pasumpon Nagar Kallikuppam Ambattur Chennai Bypass Road,Flat,2 BHK,874 sqft,Furnish,New Property,Ready to Move,,₹ 45 Lac,45.0,874.0,5148.74
Chennai,Kattukuppam Ennore,Flat,2 BHK,912 sqft,Furnish,Old Property,Ready to Move,,₹ 44 Lac,44.0,912.0,4824.56
Chennai,Kandigai,Flat,3 BHK,1262 sqft,Unfurnish,Old Property,Ready to Move,,₹ 60 Lac,60.0,1262.0,4754.36
Chennai,Mogappair East,Flat,3 BHK,1000 sqft,Unfurnish,Old Property,Ready to Move,,₹ 1.10 Cr,110.00000000000001,1000.0,11000.0
Chennai,Kazhipattur,Flat,2 BHK,986 sqft,Unfurnish,Old Property,Ready to Move,,₹ 40 Lac,40.0,986.0,4056.8
Chennai,T Nagar,Flat,3 BHK,1165 sqft,Unfurnish,Old Property,Ready to Move,,₹ 1.31 Cr,131.0,1165.0,11244.64
Chennai,Ponmar,Flat,3 BHK,1280 sqft,Unfurnish,Old Property,Ready to Move,,₹ 45 Lac,45.0,1280.0,3515.62
Chennai,Kovilambakkam,Flat,2 BHK,1050 sqft,Unfurnish,Old Property,Ready to Move,₹ 3810 per sqft,₹ 40 Lac,40.0,1050.0,3810.0
Chennai,Oragadam,Flat,3 BHK,1320 sqft,Unfurnish,Old Property,Ready to Move,₹ 4545 per sqft,₹ 60 Lac,60.0,1320.0,4545.0
Chennai,Pallikaranai,Flat,1 BHK,620 sqft,Furnish,Old Property,Ready to Move,₹ 6129 per sqft,₹ 38 Lac,38.0,620.0,6129.0
Chennai,Nandivaram Guduvancheri,Flat,2 BHK,900 sqft,Unfurnish,Old Property,Ready to Move,₹ 4444 per sqft,₹ 40 Lac,40.0,900.0,4444.0
Chennai,Athipatttu,Flat,1 BHK,630 sqft,Furnish,Old Property,Ready to Move,₹ 4762 per sqft,₹ 30 Lac,30.0,630.0,4762.0
Chennai,Unknown,Flat,3 BHK,1410 sqft,Unfurnish,Old Property,Ready to Move,₹ 4965 per sqft,₹ 70 Lac,70.0,1410.0,4965.0
Chennai,Mogappair West,Flat,2 BHK,1019 sqft,Furnish,Old Property,Ready to Move,₹ 6016 per sqft,₹ 61.3 Lac,61.3,1019.0,6016.0
Chennai,Jamalia,Flat,2 BHK,590 sqft,Furnish,Old Property,Ready to Move,₹ 7966 per sqft,₹ 47 Lac,47.0,590.0,7966.0
Chennai,Oragadam,Flat,2 BHK,515 sqft,Furnish,Old Property,Ready to Move,,₹ 45 Lac,45.0,515.0,8737.86
Chennai,Padapai,Flat,2 BHK,969 sqft,Unfurnish,New Property,Ready to Move,,₹ 35 Lac,35.0,969.0,3611.97
Chennai,Ayanambakkam,Flat,3 BHK,1805 sqft,Furnish,Old Property,Ready to Move,₹ 5263 per sqft,₹ 95 Lac,95.0,1805.0,5263.0
Chennai,Perungudi,Flat,3 BHK,1525 sqft,Furnish,Old Property,Ready to Move,₹ 7541 per sqft,₹ 1.15 Cr,114.99999999999999,1525.0,7541.0
Chennai,Korattur Jawaharlal Nehru Road,Flat,2 BHK,1091 sqft,Unfurnish,Old Property,Ready to Move,₹ 7333 per sqft,₹ 80 Lac,80.0,1091.0,7333.0
Chennai,Keelkattalai,Flat,1 BHK,600 sqft,Unfurnish,New Property,Ready to Move,,₹ 36 Lac,36.0,600.0,6000.0
Chennai,Unknown,Flat,2 BHK,831 sqft,Unfurnish,Old Property,Ready to Move,₹ 3610 per sqft,₹ 30 Lac,30.0,831.0,3610.0
Chennai,Thalambur,Flat,2 BHK,832 sqft,Unfurnish,Old Property,Ready to Move,₹ 5409 per sqft,₹ 45 Lac,45.0,832.0,5409.0
Chennai,Perungalathur Chennai Bypass Road,Flat,3 BHK,1350 sqft,Furnish,Old Property,Ready to Move,,₹ 75 Lac,75.0,1350.0,5555.56
Chennai,Perambur,Flat,2 BHK,875 sqft,Furnish,Old Property,Ready to Move,₹ 5714 per sqft,₹ 50 Lac,50.0,875.0,5714.0
Chennai,Madhavaram Guntur Chennai Highway,Flat,2 BHK,894 sqft,Furnish,Old Property,Possession by Jan '22,,₹ 72.8 Lac,72.8,894.0,8143.18
Chennai,Selaiyur,Flat,2 BHK,976 sqft,Furnish,Old Property,Ready to Move,,₹ 62 Lac,62.0,976.0,6352.46
Chennai,Kolathur,Flat,2 BHK,589 sqft,Unfurnish,Old Property,Possession by May '22,,₹ 56.5 Lac,56.5,589.0,9592.53
Chennai,Ambedkar Nagar Manapakkam,Flat,3 BHK,1200 sqft,Furnish,Old Property,Ready to Move,,₹ 90 Lac,90.0,1200.0,7500.0
Chennai,Perumbakkam,Flat,3 BHK,1476 sqft,Unfurnish,Old Property,Ready to Move,₹ 5420 per sqft,₹ 80 Lac,80.0,1476.0,5420.0
Chennai,Pudupakkam,Flat,3 BHK,1953 sqft,Unfurnish,Old Property,Ready to Move,₹ 5888 per sqft,₹ 1.15 Cr,114.99999999999999,1953.0,5888.0
Chennai,Valasaravakkam Arcot Road,Flat,2 BHK,850 sqft,Unfurnish,New Property,Ready to Move,₹ 7624 per sqft,₹ 64.8 Lac,64.8,850.0,7624.0
Chennai,Madipakkam,Flat,2 BHK,750 sqft,Furnish,Old Property,Ready to Move,,₹ 45 Lac,45.0,750.0,6000.0
Chennai,Thirumullaivoyal,Flat,2 BHK,480 sqft,Furnish,Old Property,Ready to Move,,₹ 39 Lac,39.0,480.0,8125.0
Chennai,Tambaram West Tambaram Chennai Bypass Road,Flat,3 BHK,1226 sqft,Furnish,Old Property,Ready to Move,,₹ 55 Lac,55.0,1226.0,4486.13
Chennai,Egattur Uthandi,Flat,3 BHK,1695 sqft,Furnish,Old Property,Ready to Move,₹ 7965 per sqft,₹ 1.35 Cr,135.0,1695.0,7965.0
Chennai,Ponniammanmedu,Flat,2 BHK,894 sqft,Unfurnish,Old Property,Possession by Jan '22,,₹ 72.8 Lac,72.8,894.0,8143.18
Chennai,Surapet,Flat,2 BHK,920 sqft,Unfurnish,New Property,Ready to Move,₹ 5521 per sqft,₹ 45 Lac,45.0,920.0,5521.0
Chennai,Krishna Nagar Tambaram West,Flat,3 BHK,1034 sqft,Unfurnish,Old Property,Ready to Move,,₹ 55 Lac,55.0,1034.0,5319.15
Chennai,Virugambakkam,Flat,2 BHK,1200 sqft,Unfurnish,Old Property,Ready to Move,,₹ 80 Lac,80.0,1200.0,6666.67
Chennai,Ambattur,Flat,3 BHK,1600 sqft,Furnish,New Property,Ready to Move,,₹ 69.6 Lac,69.6,1600.0,4350.0
Chennai,Navalur,Flat,3 BHK,1350 sqft,Unfurnish,Old Property,Ready to Move,,₹ 1.15 Cr,114.99999999999999,1350.0,8518.52
Chennai,Velachery,Flat,3 BHK,1300 sqft,Unfurnish,New Property,Possession by Jan '23,,₹ 1.45 Cr,145.0,1300.0,11153.85
Chennai,Ram Garden Soumya Nagar,Flat,2 BHK,687 sqft,Unfurnish,Old Property,Ready to Move,,₹ 62 Lac,62.0,687.0,9024.75
Chennai,Shanmuga Nagar Pozhichalur,Flat,3 BHK,1460 sqft,Furnish,Old Property,Ready to Move,,₹ 90 Lac,90.0,1460.0,6164.38
Chennai,Pallavaram,Flat,2 BHK,1024 sqft,Unfurnish,New Property,Possession by Aug '22,₹ 7080 per sqft,₹ 72.5 Lac,72.5,1024.0,7080.0
Chennai,Padmavathi Nagar,Flat,1 BHK,435 sqft,Unfurnish,Old Property,Ready to Move,,₹ 35 Lac,35.0,435.0,8045.98
Chennai,Veerabhadra Nagar,Flat,2 BHK,1100 sqft,Unfurnish,Old Property,Ready to Move,,₹ 48.4 Lac,48.4,1100.0,4400.0
